city,state_id,state_name,latitude,longitude,population,population_proper,density
Sabine Pass,TX,Texas,29.7336,-93.8943,,,37.5
League City,TX,Texas,29.4873,-95.109,102010,102010,768
East Tawakoni,TX,Texas,32.9011,-95.9397,910,910,197
Jubilee Springs,TX,Texas,31.1768,-97.4992,,,105.4
West Columbia,TX,Texas,29.1418,-95.6488,5012,3933,593
Uncertain,TX,Texas,32.7061,-94.1273,94,94,71
Center,TX,Texas,31.795,-94.179,5443,5401,309
Seagraves,TX,Texas,32.9419,-102.5657,2820,2820,749
Monte Alto,TX,Texas,26.3744,-97.9727,,,1184.5
Etter,TX,Texas,36.027,-101.9996,,,601.6
White Deer,TX,Texas,35.4332,-101.1751,989,989,219
South Houston,TX,Texas,29.6611,-95.2285,17463,17463,2209
Wellington,TX,Texas,34.8538,-100.2141,2153,2153,609
Livingston,TX,Texas,30.71,-94.9381,4941,5130,226
Lasana,TX,Texas,26.2585,-97.695,,,106.4
Richardson,TX,Texas,32.9717,-96.7092,113347,113347,1532
Joplin,TX,Texas,33.0937,-97.9948,,,25.9
Ennis,TX,Texas,32.3255,-96.6369,18956,19221,263
Cranfills Gap,TX,Texas,31.7752,-97.8304,279,279,148
Talpa,TX,Texas,31.7765,-99.7095,,,51.8
Lopeño,TX,Texas,26.7119,-99.1008,,,152.5
Ralls,TX,Texas,33.6788,-101.3845,1904,1904,544
Cliffside,TX,Texas,35.2651,-101.9327,,,76.5
Somerville,TX,Texas,30.346,-96.5311,1422,1422,184
Stockdale,TX,Texas,29.2358,-97.9636,1596,1596,373
Holiday Beach,TX,Texas,28.167,-97.006,,,78.4
Tira,TX,Texas,33.3222,-95.5604,303,303,82
Barstow,TX,Texas,31.4616,-103.3955,373,373,219
Imperial,TX,Texas,31.2668,-102.6947,,,84.1
Granjeno,TX,Texas,26.1374,-98.3032,300,300,334
Springtown,TX,Texas,32.9695,-97.6805,2832,2870,369
Easterly,TX,Texas,31.1055,-96.3841,,,9.2
Briggs,TX,Texas,30.8896,-97.925,,,56.5
Troup,TX,Texas,32.145,-95.1224,1982,1982,318
Loving,TX,Texas,33.2643,-98.5106,,,81.8
Granite Shoals,TX,Texas,30.5895,-98.3778,5808,5117,437
Lela,TX,Texas,35.2275,-100.3429,,,20.3
Hunter,TX,Texas,29.8072,-98.0236,,,63.4
Brazos,TX,Texas,32.6615,-98.122,,,80
Lone Star,TX,Texas,32.9392,-94.7091,1532,1532,298
Oxford,TX,Texas,30.6041,-98.7042,,,1.8
Palito Blanco,TX,Texas,27.5917,-98.1892,,,4.8
Canyon Lake,TX,Texas,29.8762,-98.2617,,,379.4
Tulia,TX,Texas,34.5374,-101.7743,4656,4717,511
Alma,TX,Texas,32.2812,-96.5504,363,363,28
Gordonville,TX,Texas,33.7957,-96.8531,,,61.5
Luling,TX,Texas,29.6817,-97.6466,5843,5878,415
Falman,TX,Texas,27.9281,-97.1713,,,240.5
Clute,TX,Texas,29.0273,-95.3972,11586,11586,833
Navasota,TX,Texas,30.3869,-96.0895,8845,7537,349
Malone,TX,Texas,31.9168,-96.8947,269,269,227
Tulip,TX,Texas,33.8082,-96.1314,,,5.9
Groves,TX,Texas,29.9457,-93.9164,15758,15758,1176
Shafter,TX,Texas,29.8202,-104.3033,,,6.7
Waller,TX,Texas,30.0629,-95.9221,2767,2767,486
Caney City,TX,Texas,32.2096,-96.0381,220,220,73
Houston,TX,Texas,29.7871,-95.3936,5424720,2303482,1412
Roman Forest,TX,Texas,30.1794,-95.1594,1870,1870,486
Spofford,TX,Texas,29.1731,-100.4113,94,94,151
Windcrest,TX,Texas,29.5148,-98.3819,5858,5858,1049
Moran,TX,Texas,32.5472,-99.1665,267,267,242
Welch,TX,Texas,32.9306,-102.1256,,,215.4
Washburn,TX,Texas,35.1767,-101.5732,,,16.7
Cactus,TX,Texas,36.0444,-102.008,3290,3178,575
Weimar,TX,Texas,29.7,-96.7773,2170,2170,362
Glidden,TX,Texas,29.6976,-96.5908,,,163.1
Goldthwaite,TX,Texas,31.4529,-98.5699,1867,1867,419
Elsa,TX,Texas,26.2979,-97.9937,6624,6624,1694
Dalhart,TX,Texas,36.0579,-102.5123,8083,8307,670
Farmersville,TX,Texas,33.1609,-96.3609,3239,3408,324
Los Altos Colonia,TX,Texas,27.4905,-99.3859,,,437.5
Novice,TX,Texas,31.9872,-99.6253,132,132,105
Villa del Sol,TX,Texas,26.1915,-97.5782,,,186.2
Cinco Ranch,TX,Texas,29.7395,-95.7609,,,2202.1
Bloomington,TX,Texas,28.6504,-96.9022,,,684.4
Flynn,TX,Texas,31.151,-96.1244,,,3.7
Wolfforth,TX,Texas,33.5148,-102.0064,4417,4417,570
Milford,TX,Texas,32.1214,-96.9498,747,747,117
College Station,TX,Texas,30.5857,-96.296,204710,112141,855
Blanket,TX,Texas,31.8249,-98.7895,383,383,240
Grand Prairie,TX,Texas,32.6869,-97.0209,190682,190682,1019
Kerens,TX,Texas,32.1308,-96.225,1556,1556,240
Richwood,TX,Texas,29.0755,-95.4059,3898,3898,481
Victoria,TX,Texas,28.8284,-96.9848,68845,67670,705
Nocona Hills,TX,Texas,33.8524,-97.6435,,,57.4
Downing,TX,Texas,32.024,-98.5506,,,7
Coble,TX,Texas,33.5951,-102.503,,,2.6
Quintana,TX,Texas,28.9292,-95.3133,68,68,42
Socorro,TX,Texas,31.6385,-106.26,33277,33277,583
Woodbranch,TX,Texas,30.1814,-95.1834,1380,1380,268
Hye,TX,Texas,30.2424,-98.57,,,5.1
Booker,TX,Texas,36.4561,-100.5402,1599,1599,589
Burleson,TX,Texas,32.52,-97.3341,45016,45016,667
Big Spring,TX,Texas,32.2387,-101.4802,29267,28532,576
Olney,TX,Texas,33.3643,-98.7584,3163,3166,604
Shady Hollow,TX,Texas,30.1649,-97.8631,,,937.6
Priddy,TX,Texas,31.6754,-98.5089,,,8
Bevil Oaks,TX,Texas,30.1517,-94.2711,1242,1242,235
Brownsboro,TX,Texas,32.2985,-95.613,1080,1080,175
Lake Bridgeport,TX,Texas,33.2075,-97.831,371,371,308
Aldine,TX,Texas,29.9123,-95.3785,,,339.6
Cuney,TX,Texas,32.0374,-95.4147,141,141,33
Penelope,TX,Texas,31.8584,-96.9281,198,198,77
Colleyville,TX,Texas,32.8913,-97.1486,26152,26152,770
Jasper,TX,Texas,30.9221,-93.9947,7860,7658,283
Rancho Viejo,TX,Texas,26.0361,-97.5568,2494,2494,488
Purves,TX,Texas,32.0035,-98.2703,,,5.8
Clarksville City,TX,Texas,32.5328,-94.8945,895,895,54
Gainesville,TX,Texas,33.6391,-97.1488,16058,16320,326
Mason,TX,Texas,30.748,-99.2288,2180,2180,230
Lilbert,TX,Texas,31.7363,-94.901,,,11.5
Fairland,TX,Texas,30.6441,-98.2847,,,10.9
Moore Station,TX,Texas,32.1905,-95.5704,199,199,60
Martindale,TX,Texas,29.8451,-97.8405,1237,1237,238
Meridian,TX,Texas,31.926,-97.6501,1480,1480,278
Mooring,TX,Texas,30.6896,-96.5555,,,2.6
Bishop Hills,TX,Texas,35.2614,-101.9519,183,183,225
Rosharon,TX,Texas,29.3499,-95.4531,,,172
Ladonia,TX,Texas,33.4284,-95.9482,612,612,118
Jacksboro,TX,Texas,33.2235,-98.1589,4077,4347,231
Eden,TX,Texas,31.2162,-99.844,2881,2881,467
Killeen,TX,Texas,31.0758,-97.7286,243947,143400,1034
South Padre Island,TX,Texas,26.1129,-97.1687,2874,2874,478
Cat Spring,TX,Texas,29.8455,-96.3258,,,50
Adamsville,TX,Texas,31.3013,-98.1689,,,5.8
Westway,TX,Texas,31.9602,-106.5754,,,2482.7
Van Alstyne,TX,Texas,33.421,-96.5801,3599,3599,331
Utopia,TX,Texas,29.6188,-99.5153,,,97.2
Chester,TX,Texas,30.9213,-94.6,310,310,76
Lake Dallas,TX,Texas,33.1277,-97.0234,7881,7881,1269
Kilgore,TX,Texas,32.3979,-94.8603,18246,14836,308
Brownsville,TX,Texas,25.9981,-97.4566,228534,183823,535
Groveton,TX,Texas,31.0572,-95.1269,1026,1026,153
Laguna Vista,TX,Texas,26.1075,-97.2967,3200,3200,255
Jarrell,TX,Texas,30.8105,-97.6135,1346,1346,215
Double Oak,TX,Texas,33.0633,-97.1117,3082,3082,486
Lenorah,TX,Texas,32.3046,-101.8762,,,22.3
Warren City,TX,Texas,32.553,-94.9058,297,297,64
Pleasant Valley,TX,Texas,33.9372,-98.5982,333,333,49
Tornillo,TX,Texas,31.4366,-106.1033,,,828.7
Aledo,TX,Texas,32.6973,-97.607,6722,3761,561
Malakoff,TX,Texas,32.1727,-96.0162,2958,2316,311
Hollywood Park,TX,Texas,29.5995,-98.4841,3331,3331,872
Rising Star,TX,Texas,32.0976,-98.9665,833,833,186
George West,TX,Texas,28.33,-98.1184,2579,2579,513
Glazier,TX,Texas,36.0114,-100.2637,,,38.1
Greenville,TX,Texas,33.1115,-96.1094,24753,27172,321
Wheelock,TX,Texas,30.8977,-96.39,,,30.4
Sweeny,TX,Texas,29.046,-95.6986,3663,3766,723
Hoover,TX,Texas,35.5939,-100.8507,,,2
Arthur City,TX,Texas,33.8704,-95.5063,,,38.8
Dayton,TX,Texas,30.0358,-94.9024,12895,7734,141
Pearland,TX,Texas,29.5585,-95.3201,113570,113570,946
Lake Worth,TX,Texas,32.8129,-97.4305,4871,4871,758
Lydia,TX,Texas,33.4462,-94.7547,,,11.2
Citrus City,TX,Texas,26.3281,-98.3923,,,613.4
Fair Oaks Ranch,TX,Texas,29.7454,-98.6396,8645,8645,345
Bardwell,TX,Texas,32.267,-96.6956,683,683,865
First Colony,TX,Texas,29.5747,-95.6086,,,831.6
Detroit,TX,Texas,33.6601,-95.2665,690,690,168
Dew,TX,Texas,31.5952,-96.14,,,8.3
San Antonio,TX,Texas,29.4722,-98.5247,1976787,1492510,1250
Dimmitt,TX,Texas,34.5325,-102.3111,4179,4199,514
Fort Stockton,TX,Texas,30.8926,-102.8847,9601,8515,615
Goober Hill,TX,Texas,31.6516,-93.931,,,2.7
Iowa Park,TX,Texas,33.9623,-98.6819,6292,6363,592
K-Bar Ranch,TX,Texas,27.9928,-97.9267,,,41.4
Diana,TX,Texas,32.7099,-94.7522,,,102.4
Grandfalls,TX,Texas,31.3405,-102.8545,384,384,274
Rose City,TX,Texas,30.105,-94.0505,523,523,133
Hebron,TX,Texas,33.0437,-96.8826,424,424,159
Crosby,TX,Texas,29.9146,-95.0591,,,563
Kingsbury,TX,Texas,29.6484,-97.8176,,,118.8
B and E Colonia,TX,Texas,26.3565,-98.7537,,,1062
Asherton,TX,Texas,28.446,-99.7604,1118,1118,528
Selman City,TX,Texas,32.1902,-94.9619,,,47.7
Hickory Creek,TX,Texas,33.1102,-97.0298,4222,4222,359
Copperas Cove,TX,Texas,31.118,-97.9135,32808,32808,716
Poth,TX,Texas,29.0726,-98.0809,2213,2213,269
Manchaca,TX,Texas,30.1353,-97.8362,,,286.5
Twitty,TX,Texas,35.3139,-100.2362,,,3
Vandyke,TX,Texas,31.9724,-98.5609,,,16.9
Fate,TX,Texas,32.9401,-96.3864,10703,10703,454
Converse,TX,Texas,29.513,-98.3079,22702,22702,1255
Hutto,TX,Texas,30.5375,-97.5515,23832,23832,1128
Wells,TX,Texas,31.4916,-94.9473,814,814,164
Lytle,TX,Texas,29.2338,-98.7943,4041,2898,251
Giles,TX,Texas,34.8189,-100.586,,,1.2
Richland Hills,TX,Texas,32.8095,-97.2273,8121,8121,999
Oak Island,TX,Texas,29.663,-94.6883,,,195.4
Jacksonville,TX,Texas,31.9642,-95.2617,14418,14898,405
Ace,TX,Texas,30.5363,-94.8244,,,25
Francitas,TX,Texas,28.8597,-96.3386,,,34.7
Annetta North,TX,Texas,32.7193,-97.6724,536,536,54
West Orange,TX,Texas,30.0792,-93.7599,3456,3456,391
Kurten,TX,Texas,30.7896,-96.2759,400,400,33
Morgan,TX,Texas,32.0156,-97.6061,486,486,253
Hungerford,TX,Texas,29.404,-96.0837,,,269
Cut and Shoot,TX,Texas,30.3404,-95.354,1290,1290,183
Flowella,TX,Texas,27.22,-98.0645,,,25.1
Lone Oak,TX,Texas,32.996,-95.941,638,638,223
Brookside Village,TX,Texas,29.5907,-95.318,1579,1579,295
Girard,TX,Texas,33.3635,-100.6597,,,41.2
Alba,TX,Texas,32.7905,-95.6344,516,516,189
Reklaw,TX,Texas,31.8662,-94.9834,381,381,49
Rayburn,TX,Texas,30.4135,-94.9244,,,75.2
Kountze,TX,Texas,30.3724,-94.3161,2099,2099,204
Castor,LA,Louisiana,32.2549,-93.166,249,249,80
Holly Beach,LA,Louisiana,29.7708,-93.4593,,,14.6
Colfax,LA,Louisiana,31.5208,-92.7001,1518,1518,393
Beekman,LA,Louisiana,32.9237,-91.8843,,,34.3
Rodessa,LA,Louisiana,32.9735,-93.9968,262,262,82
Rosepine,LA,Louisiana,30.9208,-93.2857,1641,1641,261
Big Bend,LA,Louisiana,31.0738,-91.7921,,,3.6
Buras,LA,Louisiana,29.3528,-89.5248,,,102.4
Kaplan,LA,Louisiana,30.006,-92.2839,4846,4619,769
Powhatan,LA,Louisiana,31.8738,-93.2033,132,132,94
Keatchie,LA,Louisiana,32.1885,-93.9055,,,73.7
Kraemer,LA,Louisiana,29.8606,-90.6337,,,51.1
Leander,LA,Louisiana,31.1485,-92.8465,,,45.5
Siracusaville,LA,Louisiana,29.6886,-91.1522,,,495.3
Jennings,LA,Louisiana,30.2233,-92.6582,9617,10118,375
Lucky,LA,Louisiana,32.2443,-93.0158,263,263,12
Standard,LA,Louisiana,31.9177,-92.2201,,,37
Lakeshore,LA,Louisiana,32.535,-92.0328,,,646.3
Atlanta,LA,Louisiana,31.8064,-92.7383,152,152,54
Easton,LA,Louisiana,30.7513,-92.4287,,,26.6
Robeline,LA,Louisiana,31.6898,-93.3039,170,170,55
Intracoastal City,LA,Louisiana,29.7844,-92.1562,,,8.4
Breaux Bridge,LA,Louisiana,30.2829,-91.9044,19072,8407,420
Litroe,LA,Louisiana,32.9935,-92.1962,,,9.1
Ledoux,LA,Louisiana,30.6191,-92.1901,,,36.3
Calvin,LA,Louisiana,31.9617,-92.7758,222,222,37
Gloster,LA,Louisiana,32.1921,-93.8112,,,33.8
Braithwaite,LA,Louisiana,29.8663,-89.9437,,,10.8
Port Barre,LA,Louisiana,30.5565,-91.9565,2650,2119,759
Henry,LA,Louisiana,29.8833,-92.0785,,,29.5
Saint Landry,LA,Louisiana,30.8444,-92.2579,,,149.9
Choudrant,LA,Louisiana,32.5509,-92.5118,973,973,97
Shongaloo,LA,Louisiana,32.9416,-93.2956,174,174,8
Triumph,LA,Louisiana,29.3443,-89.4683,,,47.8
Grand Isle,LA,Louisiana,29.2134,-90.0306,1416,1416,85
Tunica,LA,Louisiana,30.9293,-91.5551,,,20.3
Bentley,LA,Louisiana,31.5157,-92.4882,,,54.9
Maurice,LA,Louisiana,30.1041,-92.1211,1283,1283,178
Sieper,LA,Louisiana,31.211,-92.8082,,,21.4
Center Point,LA,Louisiana,31.2524,-92.2099,,,42.3
Gueydan,LA,Louisiana,30.0291,-92.5071,1404,1404,593
Lakeview,LA,Louisiana,32.5238,-93.8299,,,494
South Mansfield,LA,Louisiana,32.0181,-93.7237,347,347,197
Grand Cane,LA,Louisiana,32.0836,-93.8088,244,244,83
Lafourche,LA,Louisiana,29.7672,-90.7659,,,68.6
Pleasant Hill,LA,Louisiana,31.8154,-93.5164,712,712,170
Galbraith,LA,Louisiana,31.4913,-92.8124,,,4.7
Chase,LA,Louisiana,32.0971,-91.699,,,31.6
Batchelor,LA,Louisiana,30.8405,-91.6615,,,162.6
Transylvania,LA,Louisiana,32.6785,-91.1826,,,18.5
Gray,LA,Louisiana,29.6776,-90.7833,,,312.3
Opelousas,LA,Louisiana,30.5279,-92.0851,25390,16541,805
Arcadia,LA,Louisiana,32.5506,-92.9218,2850,2875,304
Denham Springs,LA,Louisiana,30.4743,-90.9594,10335,10335,547
Simsboro,LA,Louisiana,32.5323,-92.7839,846,846,93
Ludington,LA,Louisiana,30.8741,-93.2852,,,462
Grand Coteau,LA,Louisiana,30.4202,-92.0438,939,939,149
Manchac,LA,Louisiana,30.2916,-90.402,,,12.9
Sterlington,LA,Louisiana,32.6888,-92.0603,2530,2530,346
Lone Star,LA,Louisiana,29.9277,-90.3406,,,804.1
Liberty Hill,LA,Louisiana,32.3377,-92.8921,,,2.1
Creston,LA,Louisiana,31.976,-93.0499,,,4.7
Egan,LA,Louisiana,30.246,-92.5135,,,160.2
Mayna,LA,Louisiana,31.4263,-91.8615,,,2.5
Bourg,LA,Louisiana,29.557,-90.6064,,,408.4
Merryville,LA,Louisiana,30.7571,-93.5245,1130,1130,44
Metairie,LA,Louisiana,29.9976,-90.1781,,,2498.1
Saint Maurice,LA,Louisiana,31.7614,-92.9388,,,25.7
Minorca,LA,Louisiana,31.5725,-91.4884,,,378.7
Oak Ridge,LA,Louisiana,32.6244,-91.7731,133,133,51
Reeves,LA,Louisiana,30.5216,-93.0428,229,229,36
Colquitt,LA,Louisiana,32.9499,-92.9738,,,1.5
Naborton,LA,Louisiana,32.0418,-93.5832,,,20.3
Scarsdale,LA,Louisiana,29.8452,-89.9778,,,4.5
Husser,LA,Louisiana,30.6794,-90.3373,,,23.7
Anacoco,LA,Louisiana,31.2545,-93.344,841,841,105
Dupont,LA,Louisiana,30.9294,-91.9479,,,25.4
South Vacherie,LA,Louisiana,29.9406,-90.6891,,,82.3
Clay,LA,Louisiana,32.4329,-92.6771,,,17.6
Oakdale,LA,Louisiana,30.8157,-92.6542,7801,7704,572
Gibson,LA,Louisiana,29.6869,-90.9907,,,199.8
Spencer,LA,Louisiana,32.7401,-92.1318,,,18.3
White Castle,LA,Louisiana,30.1611,-91.1495,1799,1799,947
Clare,LA,Louisiana,31.3255,-93.6046,,,103.9
Haynesville,LA,Louisiana,32.9667,-93.1376,2148,2148,171
Blanchard,LA,Louisiana,32.6091,-93.8841,3144,3144,303
Westwego,LA,Louisiana,29.9058,-90.1434,8533,8533,1060
Gilark,LA,Louisiana,32.6388,-93.3096,,,83.2
Bayou Cane,LA,Louisiana,29.6243,-90.751,,,1263.9
Grayson,LA,Louisiana,32.0492,-92.1116,529,529,160
Gullett,LA,Louisiana,30.7146,-90.5065,,,258.8
Walters,LA,Louisiana,31.5474,-91.996,,,3.2
Baldwin,LA,Louisiana,29.8388,-91.5522,2312,2312,277
Fort Jesup,LA,Louisiana,31.6118,-93.4077,,,33.7
Lutcher,LA,Louisiana,30.0646,-90.7124,3362,3362,385
Harvey,LA,Louisiana,29.8871,-90.0664,,,1271.7
Robert,LA,Louisiana,30.5063,-90.3409,,,111.3
Collinston,LA,Louisiana,32.6893,-91.8718,264,264,90
Richmond,LA,Louisiana,32.3884,-91.1804,558,558,129
Long Bridge,LA,Louisiana,31.0141,-92.0185,,,28.9
Bryceland,LA,Louisiana,32.4485,-92.9924,104,104,17
Vidalia,LA,Louisiana,31.5668,-91.4405,4054,4054,603
Clarks,LA,Louisiana,32.0288,-92.1408,1012,1012,407
Lena,LA,Louisiana,31.4607,-92.7707,,,26.6
Bayou Goula,LA,Louisiana,30.2105,-91.1765,,,217.8
Vernon,LA,Louisiana,32.3888,-92.5715,,,6.3
Lafitte,LA,Louisiana,29.6957,-90.0995,,,94.8
Brownsville,LA,Louisiana,32.4884,-92.1618,,,386.9
Sicily Island,LA,Louisiana,31.8492,-91.6599,495,495,332
Junction City,LA,Louisiana,33.0073,-92.7224,563,563,176
Cheneyville,LA,Louisiana,31.011,-92.29,607,607,230
Bernice,LA,Louisiana,32.8276,-92.6584,1654,1654,197
Ossun,LA,Louisiana,30.2834,-92.107,,,200.1
Glencoe,LA,Louisiana,29.8113,-91.6705,,,44.9
Oretta,LA,Louisiana,30.529,-93.4391,,,87
Sheltons,LA,Louisiana,32.8293,-91.9074,,,73.9
Eva,LA,Louisiana,31.4291,-91.7876,,,32.8
Old Jefferson,LA,Louisiana,30.3776,-91.006,,,803.5
Zachary,LA,Louisiana,30.6654,-91.1607,16760,16760,270
Forbing,LA,Louisiana,32.3927,-93.7274,,,55.6
Hagewood,LA,Louisiana,31.7152,-93.2152,,,32.9
Hayes,LA,Louisiana,30.1112,-92.9236,,,233.5
Wyatt,LA,Louisiana,32.1554,-92.7032,,,31.2
Warnerton,LA,Louisiana,30.9902,-90.1831,,,11.2
Crowley,LA,Louisiana,30.2174,-92.3752,14678,13060,861
Ragley,LA,Louisiana,30.5127,-93.2324,,,2.9
Mound,LA,Louisiana,32.333,-91.0241,17,17,12
Jordan Hill,LA,Louisiana,31.8591,-92.5156,,,16
Sulphur,LA,Louisiana,30.2304,-93.3556,20272,20272,774
Haile,LA,Louisiana,32.831,-92.1462,,,41.7
Monterey,LA,Louisiana,31.4436,-91.7191,,,68
Vinton,LA,Louisiana,30.1957,-93.5818,2875,3356,254
Edgefield,LA,Louisiana,32.0501,-93.336,205,205,318
Fifth Ward,LA,Louisiana,31.1207,-92.1584,,,58.3
Tullos,LA,Louisiana,31.8188,-92.3292,389,389,94
Bunkie,LA,Louisiana,30.954,-92.1884,3985,4064,519
Bush,LA,Louisiana,30.6088,-89.9001,,,110.8
Bienville,LA,Louisiana,32.3618,-92.9788,210,210,7
Retreat,LA,Louisiana,30.9721,-91.4851,,,9.2
Alsen,LA,Louisiana,30.5713,-91.2043,,,400
Jena,LA,Louisiana,31.6914,-92.1298,4034,3435,241
Wilmer,LA,Louisiana,30.8141,-90.3626,,,5.9
New Era,LA,Louisiana,31.3671,-91.8273,,,1.2
Mount Hermon,LA,Louisiana,30.9602,-90.2959,,,16.7
Oxford,LA,Louisiana,31.9235,-93.628,,,8.6
Bonita,LA,Louisiana,32.9206,-91.6751,262,262,74
Calhoun,LA,Louisiana,32.5153,-92.3539,,,141.8
Laurel Grove,LA,Louisiana,29.8238,-90.879,,,25.6
Lacombe,LA,Louisiana,30.3141,-89.931,,,230.9
Pioneer,LA,Louisiana,32.7381,-91.4381,148,148,52
Starks,LA,Louisiana,30.3105,-93.6667,,,140.4
Effie,LA,Louisiana,31.216,-92.1557,,,40
Golden Meadow,LA,Louisiana,29.3876,-90.2739,2038,2038,321
Killona,LA,Louisiana,29.9983,-90.4853,,,61.6
Noble,LA,Louisiana,31.6899,-93.6832,249,249,93
Bayou Sorrel,LA,Louisiana,30.1619,-91.3357,,,136.3
Phoenix,LA,Louisiana,29.646,-89.9398,,,297.3
Roy,LA,Louisiana,32.224,-93.1521,,,30.4
Welsh,LA,Louisiana,30.2355,-92.8135,2635,3232,197
Jarreau,LA,Louisiana,30.6207,-91.4509,,,79.3
Belle Rose,LA,Louisiana,30.0421,-91.0498,,,124.9
Kentwood,LA,Louisiana,30.9339,-90.5152,2377,2377,129
Gardner,LA,Louisiana,31.2696,-92.6929,,,35.4
Bordelonville,LA,Louisiana,31.1011,-91.9005,,,45.6
Pierre Part,LA,Louisiana,29.9555,-91.2074,,,487.7
Youngsville,LA,Louisiana,30.096,-91.9961,12709,12709,419
Houma,LA,Louisiana,29.5799,-90.7058,146174,34024,910
Summerville,LA,Louisiana,31.7554,-92.1624,,,31.7
Cedar Grove,LA,Louisiana,29.7949,-90.0223,,,357.6
Buhler,LA,Louisiana,30.333,-93.3621,,,64
Marthaville,LA,Louisiana,31.7388,-93.3966,,,106.7
Loranger,LA,Louisiana,30.6357,-90.3981,,,55.6
Zwolle,LA,Louisiana,31.6398,-93.6412,1950,1950,165
Riverton,LA,Louisiana,32.1607,-92.0962,,,8.5
Ponchatoula,LA,Louisiana,30.4404,-90.4428,7209,7209,585
Point Blue,LA,Louisiana,30.6271,-92.3024,,,53.2
Calcasieu,LA,Louisiana,31.0896,-92.7115,,,32.5
Epps,LA,Louisiana,32.6038,-91.4814,829,829,331
Juanita,LA,Louisiana,30.6185,-93.4252,,,17.6
Ventress,LA,Louisiana,30.6824,-91.4248,,,118.2
Summerfield,LA,Louisiana,32.9126,-92.8293,,,5.2
Martin,LA,Louisiana,32.0983,-93.2193,560,560,18
Kelly,LA,Louisiana,31.9807,-92.1768,,,27.8
Haaswood,LA,Louisiana,30.3288,-89.7445,,,339.2
Wheeling,LA,Louisiana,31.7463,-92.8393,,,8.7
Frogmore,LA,Louisiana,31.6032,-91.6704,,,7.4
Edgerly,LA,Louisiana,30.2327,-93.506,,,49.1
Keithville,LA,Louisiana,32.3332,-93.8363,,,57.1
Grand Point,LA,Louisiana,30.0451,-90.7488,,,141.9
Poydras,LA,Louisiana,29.8625,-89.8877,,,648
Alsatia,LA,Louisiana,32.6129,-91.1823,,,2.3
Felixville,LA,Louisiana,30.9424,-90.8768,,,6.7
Goldonna,LA,Louisiana,32.0193,-92.9162,425,425,14
Monroe,LA,Louisiana,32.5184,-92.0775,117673,49297,649
Carencro,LA,Louisiana,30.3115,-92.0385,8752,8752,443
Wilson,LA,Louisiana,30.9236,-91.109,574,574,81
Sugartown,LA,Louisiana,30.8401,-93.0124,,,17.2
Jay,LA,Louisiana,29.5952,-90.4684,,,63.2
Gonzales,LA,Louisiana,30.213,-90.9234,10832,10832,459
Ruston,LA,Louisiana,32.5329,-92.6364,28371,22370,412
Montgomery,LA,Louisiana,31.6677,-92.8877,723,723,135
Covington,LA,Louisiana,30.4808,-90.1125,10310,10310,495
Evangeline,LA,Louisiana,30.2624,-92.5707,,,3
Marrero,LA,Louisiana,29.8854,-90.1138,,,969.5
Jonesville,LA,Louisiana,31.6238,-91.83,2128,2128,428
Swartz,LA,Louisiana,32.5809,-91.9869,,,463.5
Hall Summit,LA,Louisiana,32.1768,-93.3055,281,281,64
Marco,LA,Louisiana,31.5093,-92.7649,,,2.7
Romeville,LA,Louisiana,30.0676,-90.8341,,,142.3
Mount Lebanon,LA,Louisiana,32.5053,-93.0499,77,77,7
Serena,LA,Louisiana,31.4405,-91.864,,,2.7
Clayton,LA,Louisiana,31.7226,-91.5373,679,679,165
Cypress,LA,Louisiana,31.6054,-93.0388,,,4
Delhi,LA,Louisiana,32.4529,-91.49,2731,2879,377
Monticello,LA,Louisiana,30.4881,-91.0448,,,1474.9
Chackbay,LA,Louisiana,29.8817,-90.7742,,,57.6
Cullen,LA,Louisiana,32.9699,-93.4464,1115,1115,373
Hamburg,LA,Louisiana,31.0307,-91.9315,,,15.1
Jonesboro,LA,Louisiana,32.2348,-92.7098,5449,4571,364
Longville,LA,Louisiana,30.6089,-93.2283,,,75.7
Forest Hill,LA,Louisiana,31.0478,-92.5241,803,803,95
Rogers,LA,Louisiana,31.5324,-92.2251,,,2
Dry Prong,LA,Louisiana,31.5806,-92.5305,440,440,122
Raceland,LA,Louisiana,29.7282,-90.6362,,,246.9
Turkey Creek,LA,Louisiana,30.8732,-92.417,443,443,69
Grand Ecore,LA,Louisiana,31.8157,-93.0849,,,14.7
Natalbany,LA,Louisiana,30.5486,-90.4848,,,270.1
Greenwood,LA,Louisiana,32.436,-93.9636,3157,3157,135
Haughton,LA,Louisiana,32.5271,-93.5042,3325,3325,223
Woodworth,LA,Louisiana,31.1653,-92.51,1109,1109,50
Loreauville,LA,Louisiana,30.0601,-91.7378,893,893,773
Supreme,LA,Louisiana,29.8604,-90.9955,,,120.1
Olla,LA,Louisiana,31.8981,-92.2404,1393,1393,136
Belle Terre,LA,Louisiana,30.0696,-91.0159,,,2.3
Montpelier,LA,Louisiana,30.6823,-90.6545,249,249,51
Baskin,LA,Louisiana,32.2591,-91.7473,246,246,71
Bancroft,LA,Louisiana,30.5652,-93.6855,,,2.4
Lake Providence,LA,Louisiana,32.8133,-91.1825,4697,3693,396
Stanley,LA,Louisiana,31.9608,-93.8995,106,106,18
North Hodge,LA,Louisiana,32.2845,-92.7171,378,378,214
Flournoy,LA,Louisiana,32.4493,-93.9002,,,13.4
